project_id,snapshot_date,pending_parcels,completed_parcels,average_stage_days,sla_breaches,compensation_pending,rr_pending,possession_pending,processing_rate,data_source
PRJ-023,2024-12-28,63,16,42.3,37,43,6,12,0.127,synthetic
PRJ-023,2025-01-12,65,14,32.0,25,33,20,10,0.128,synthetic
PRJ-023,2025-01-27,64,15,15.4,32,27,19,17,0.124,synthetic
PRJ-023,2025-02-11,68,11,61.6,33,23,7,8,0.134,synthetic
PRJ-023,2025-02-26,69,10,85.5,10,22,21,17,0.138,synthetic
PRJ-023,2025-03-13,70,9,49.5,20,30,7,18,0.153,synthetic
PRJ-023,2025-03-28,69,10,43.7,21,42,17,10,0.151,synthetic
PRJ-023,2025-04-12,72,7,89.5,7,34,23,8,0.158,synthetic
PRJ-023,2025-04-27,74,5,68.4,41,27,19,17,0.191,synthetic
PRJ-023,2025-05-12,75,4,31.4,16,32,16,10,0.181,synthetic
PRJ-023,2025-05-27,77,2,37.5,14,34,19,17,0.184,synthetic
PRJ-023,2025-06-11,77,2,85.8,32,33,30,21,0.175,synthetic
PRJ-023,2025-06-26,77,2,44.8,8,42,22,9,0.185,synthetic
PRJ-023,2025-07-11,75,4,29.9,33,18,23,10,0.164,synthetic
PRJ-023,2025-07-26,75,4,50.5,42,38,18,15,0.153,synthetic
PRJ-023,2025-08-10,77,2,50.2,43,50,19,21,0.143,synthetic
PRJ-023,2025-08-25,77,2,48.2,44,25,30,22,0.133,synthetic
PRJ-025,2024-06-01,24,4,80.5,11,13,4,2,0.049,synthetic
PRJ-025,2024-06-16,25,3,23.0,8,5,9,6,0.057,synthetic
PRJ-025,2024-07-01,26,2,23.8,4,6,7,7,0.073,synthetic
PRJ-025,2024-07-16,27,1,65.5,7,18,3,5,0.071,synthetic
PRJ-025,2024-07-31,27,1,30.9,8,6,3,6,0.055,synthetic
PRJ-025,2024-08-15,27,1,82.7,11,13,6,6,0.072,synthetic
PRJ-025,2024-08-30,26,2,66.3,11,12,8,2,0.101,synthetic
PRJ-025,2024-09-14,27,1,36.2,3,9,4,5,0.088,synthetic
PRJ-025,2024-09-29,27,1,50.3,13,12,3,6,0.107,synthetic
PRJ-025,2024-10-14,27,1,46.4,10,7,7,7,0.103,synthetic
PRJ-025,2024-10-29,27,1,36.7,14,12,9,4,0.167,synthetic
PRJ-025,2024-11-13,27,1,21.7,5,9,7,6,0.192,synthetic
PRJ-025,2024-11-28,27,1,30.0,14,16,8,3,0.163,synthetic
PRJ-025,2024-12-13,27,1,15.1,8,11,8,7,0.173,synthetic
PRJ-025,2024-12-28,27,1,78.2,4,9,6,5,0.155,synthetic
PRJ-025,2025-01-12,27,1,68.6,10,5,5,6,0.145,synthetic
PRJ-025,2025-01-27,27,1,62.2,10,10,4,5,0.156,synthetic
PRJ-025,2025-02-11,27,1,56.2,9,5,6,7,0.112,synthetic
PRJ-025,2025-02-26,27,1,79.2,13,11,4,4,0.069,synthetic
PRJ-025,2025-03-13,27,1,85.7,13,8,7,7,0.01,synthetic
PRJ-025,2025-03-28,27,1,82.4,10,11,5,4,0.013,synthetic
PRJ-025,2025-04-12,27,1,40.7,12,5,9,4,0.01,synthetic
PRJ-025,2025-04-27,27,1,31.4,6,13,10,7,0.01,synthetic
PRJ-025,2025-05-12,27,1,26.5,5,10,3,5,0.037,synthetic
PRJ-025,2025-05-27,27,1,61.0,12,15,9,7,0.036,synthetic
PRJ-025,2025-06-11,27,1,66.4,8,15,6,5,0.071,synthetic
PRJ-025,2025-06-26,27,1,88.8,15,16,4,7,0.041,synthetic
PRJ-025,2025-07-11,27,1,89.3,15,8,8,3,0.045,synthetic
PRJ-025,2025-07-26,27,1,52.2,15,10,4,4,0.036,synthetic
PRJ-025,2025-08-10,27,1,26.0,3,16,8,7,0.029,synthetic
PRJ-025,2025-08-25,27,1,32.9,12,12,10,3,0.041,synthetic
PRJ-027,2024-06-01,11,10,40.7,1,4,1,2,0.137,synthetic
PRJ-027,2024-06-16,10,11,59.2,4,6,1,1,0.116,synthetic
PRJ-027,2024-07-01,9,12,71.6,1,3,1,2,0.124,synthetic
PRJ-027,2024-07-16,8,13,26.7,4,3,1,2,0.089,synthetic
PRJ-027,2024-07-31,7,14,44.4,2,2,1,0,0.136,synthetic
PRJ-027,2024-08-15,6,15,64.4,2,3,1,1,0.117,synthetic
PRJ-027,2024-08-30,4,17,74.6,1,2,1,0,0.11,synthetic
PRJ-027,2024-09-14,3,18,76.6,1,1,0,0,0.097,synthetic
PRJ-027,2024-09-29,2,19,23.5,0,0,0,0,0.105,synthetic
PRJ-027,2024-10-14,1,20,52.0,0,0,0,0,0.143,synthetic
PRJ-027,2024-10-29,1,20,55.6,0,0,0,0,0.155,synthetic
PRJ-027,2024-11-13,1,20,38.6,0,0,0,0,0.164,synthetic
PRJ-027,2024-11-28,1,20,58.0,0,0,0,0,0.17,synthetic
PRJ-027,2024-12-13,1,20,79.0,0,0,0,0,0.172,synthetic
PRJ-027,2024-12-28,1,20,60.7,0,0,0,0,0.161,synthetic
PRJ-027,2025-01-12,1,20,17.9,0,0,0,0,0.17,synthetic
PRJ-027,2025-01-27,1,20,48.6,0,0,0,0,0.169,synthetic
PRJ-027,2025-02-11,1,20,43.5,0,0,0,0,0.162,synthetic
PRJ-027,2025-02-26,1,20,47.1,0,0,0,0,0.181,synthetic
PRJ-027,2025-03-13,1,20,44.0,0,0,0,0,0.178,synthetic
PRJ-027,2025-03-28,1,20,73.0,0,0,0,0,0.184,synthetic
PRJ-027,2025-04-12,1,20,61.4,0,0,0,0,0.181,synthetic
PRJ-027,2025-04-27,1,20,65.1,0,0,0,0,0.195,synthetic
PRJ-027,2025-05-12,1,20,63.6,0,0,0,0,0.213,synthetic
PRJ-027,2025-05-27,1,20,56.3,0,0,0,0,0.216,synthetic
PRJ-027,2025-06-11,1,20,69.9,0,0,0,0,0.236,synthetic
PRJ-027,2025-06-26,1,20,61.5,0,0,0,0,0.203,synthetic
PRJ-027,2025-07-11,1,20,77.9,0,0,0,0,0.211,synthetic
PRJ-027,2025-07-26,1,20,23.1,0,0,0,0,0.221,synthetic
PRJ-027,2025-08-10,1,20,77.2,0,0,0,0,0.199,synthetic
PRJ-027,2025-08-25,1,20,29.0,0,0,0,0,0.217,synthetic
PRJ-029,2024-06-01,68,11,61.7,28,15,23,13,0.085,synthetic
PRJ-029,2024-06-16,70,9,86.4,14,34,22,13,0.098,synthetic
PRJ-029,2024-07-01,72,7,51.5,42,31,13,15,0.103,synthetic
PRJ-029,2024-07-16,73,6,45.7,20,31,8,11,0.082,synthetic
PRJ-029,2024-07-31,74,5,66.1,26,19,12,21,0.092,synthetic
PRJ-029,2024-08-15,75,4,52.0,21,48,24,19,0.14,synthetic
PRJ-029,2024-08-30,77,2,75.9,18,19,8,15,0.134,synthetic
PRJ-029,2024-09-14,77,2,56.2,20,27,22,18,0.104,synthetic
PRJ-029,2024-09-29,77,2,18.8,34,29,10,8,0.081,synthetic
PRJ-029,2024-10-14,77,2,69.1,34,31,14,11,0.15,synthetic
PRJ-029,2024-10-29,77,2,38.8,34,53,29,22,0.092,synthetic
PRJ-029,2024-11-13,77,2,20.9,11,27,10,8,0.074,synthetic
PRJ-029,2024-11-28,77,2,39.5,16,43,14,10,0.074,synthetic
PRJ-029,2024-12-13,77,2,19.7,10,47,29,22,0.1,synthetic
PRJ-029,2024-12-28,77,2,24.2,44,20,29,10,0.123,synthetic
PRJ-029,2025-01-12,77,2,21.1,39,48,19,8,0.106,synthetic
PRJ-029,2025-01-27,77,2,57.7,12,37,20,21,0.108,synthetic
PRJ-029,2025-02-11,77,2,38.2,17,38,15,10,0.104,synthetic
PRJ-029,2025-02-26,77,2,17.0,30,51,30,15,0.123,synthetic
PRJ-029,2025-03-13,77,2,21.6,36,30,15,10,0.118,synthetic
PRJ-029,2025-03-28,77,2,30.7,35,50,29,8,0.153,synthetic
PRJ-029,2025-04-12,77,2,35.6,13,16,27,12,0.181,synthetic
PRJ-029,2025-04-27,76,3,21.2,17,29,25,16,0.172,synthetic
PRJ-029,2025-05-12,77,2,18.8,22,29,14,11,0.208,synthetic
PRJ-029,2025-05-27,77,2,60.8,24,36,22,8,0.156,synthetic
PRJ-029,2025-06-11,77,2,62.2,30,38,26,18,0.197,synthetic
PRJ-029,2025-06-26,77,2,85.3,16,36,13,15,0.177,synthetic
PRJ-029,2025-07-11,77,2,87.6,13,43,24,8,0.216,synthetic
PRJ-029,2025-07-26,76,3,88.5,10,31,12,20,0.189,synthetic
PRJ-029,2025-08-10,77,2,31.2,17,36,19,17,0.164,synthetic
PRJ-029,2025-08-25,77,2,48.3,9,47,24,15,0.122,synthetic
