family_id,parcel_id,project_id,affected,displaced,rr_eligibility,rr_status,benefit_type,benefit_status,data_source
FAM-PCL-67BEEB42-0,PCL-67BEEB42,PRJ-013,True,True,eligible,completed,livelihood_support,disbursed,synthetic
FAM-PCL-67BEEB42-1,PCL-67BEEB42,PRJ-013,True,True,eligible,in_progress,livelihood_support,disbursed,synthetic
FAM-PCL-67BEEB42-2,PCL-67BEEB42,PRJ-013,True,True,eligible,completed,livelihood_support,disbursed,synthetic
FAM-PCL-CF39BFCD-0,PCL-CF39BFCD,PRJ-013,True,False,eligible,in_progress,cash,disbursed,synthetic
FAM-PCL-BFEB753A-0,PCL-BFEB753A,PRJ-013,True,False,eligible,completed,housing,disbursed,synthetic
FAM-PCL-BFEB753A-1,PCL-BFEB753A,PRJ-013,True,False,eligible,completed,livelihood_support,disbursed,synthetic
FAM-PCL-BFEB753A-2,PCL-BFEB753A,PRJ-013,True,False,eligible,completed,housing,disbursed,synthetic
FAM-PCL-92D4CABB-0,PCL-92D4CABB,PRJ-013,True,False,eligible,in_progress,housing,disbursed,synthetic
FAM-PCL-92D4CABB-1,PCL-92D4CABB,PRJ-013,True,True,eligible,in_progress,housing,disbursed,synthetic
FAM-PCL-11EA654C-0,PCL-11EA654C,PRJ-013,True,True,eligible,pending,livelihood_support,disbursed,synthetic
FAM-PCL-DF36103C-0,PCL-DF36103C,PRJ-013,True,True,eligible,pending,cash,disbursed,synthetic
FAM-PCL-6F8D5775-0,PCL-6F8D5775,PRJ-013,True,True,eligible,completed,livelihood_support,disbursed,synthetic
FAM-PCL-16B0BF86-0,PCL-16B0BF86,PRJ-015,True,True,eligible,in_progress,cash,disbursed,synthetic
FAM-PCL-16B0BF86-1,PCL-16B0BF86,PRJ-015,True,False,eligible,in_progress,housing,disbursed,synthetic
FAM-PCL-16B0BF86-2,PCL-16B0BF86,PRJ-015,True,False,eligible,completed,cash,disbursed,synthetic
FAM-PCL-BD09538E-0,PCL-BD09538E,PRJ-015,True,True,eligible,completed,housing,pending,synthetic
FAM-PCL-BD09538E-1,PCL-BD09538E,PRJ-015,True,True,eligible,in_progress,livelihood_support,disbursed,synthetic
FAM-PCL-BD09538E-2,PCL-BD09538E,PRJ-015,True,False,eligible,pending,cash,disbursed,synthetic
FAM-PCL-F2D365AA-0,PCL-F2D365AA,PRJ-015,True,False,eligible,completed,cash,disbursed,synthetic
FAM-PCL-4912D992-0,PCL-4912D992,PRJ-015,True,False,eligible,in_progress,livelihood_support,disbursed,synthetic
FAM-PCL-68D7695B-0,PCL-68D7695B,PRJ-015,True,True,eligible,pending,livelihood_support,disbursed,synthetic
FAM-PCL-68D7695B-1,PCL-68D7695B,PRJ-015,True,True,eligible,in_progress,housing,disbursed,synthetic
FAM-PCL-BB5E4957-0,PCL-BB5E4957,PRJ-015,True,True,eligible,completed,housing,disbursed,synthetic
FAM-PCL-BB5E4957-1,PCL-BB5E4957,PRJ-015,True,False,eligible,completed,housing,disbursed,synthetic
FAM-PCL-BB5E4957-2,PCL-BB5E4957,PRJ-015,True,False,eligible,completed,livelihood_support,disbursed,synthetic
FAM-PCL-30984175-0,PCL-30984175,PRJ-015,True,False,eligible,completed,cash,pending,synthetic
FAM-PCL-30984175-1,PCL-30984175,PRJ-015,True,False,eligible,in_progress,livelihood_support,pending,synthetic
FAM-PCL-30984175-2,PCL-30984175,PRJ-015,True,False,eligible,completed,cash,pending,synthetic
FAM-PCL-6B8BAAF0-0,PCL-6B8BAAF0,PRJ-015,True,False,eligible,pending,livelihood_support,disbursed,synthetic
FAM-PCL-3085CC3D-0,PCL-3085CC3D,PRJ-015,True,True,eligible,in_progress,housing,pending,synthetic
FAM-PCL-373A9667-0,PCL-373A9667,PRJ-015,True,True,eligible,completed,cash,disbursed,synthetic
FAM-PCL-373A9667-1,PCL-373A9667,PRJ-015,True,True,eligible,pending,cash,pending,synthetic
FAM-PCL-373A9667-2,PCL-373A9667,PRJ-015,True,True,eligible,completed,livelihood_support,disbursed,synthetic
FAM-PCL-595E704E-0,PCL-595E704E,PRJ-015,True,True,eligible,in_progress,housing,pending,synthetic
FAM-PCL-595E704E-1,PCL-595E704E,PRJ-015,True,False,eligible,completed,housing,pending,synthetic
FAM-PCL-595E704E-2,PCL-595E704E,PRJ-015,True,True,eligible,completed,cash,pending,synthetic
FAM-PCL-EC944DF1-0,PCL-EC944DF1,PRJ-015,True,True,eligible,in_progress,housing,pending,synthetic
FAM-PCL-EC944DF1-1,PCL-EC944DF1,PRJ-015,True,False,eligible,completed,cash,pending,synthetic
FAM-PCL-4C18538E-0,PCL-4C18538E,PRJ-015,True,True,eligible,completed,housing,pending,synthetic
FAM-PCL-4C18538E-1,PCL-4C18538E,PRJ-015,True,False,eligible,in_progress,housing,pending,synthetic
FAM-PCL-0C6D1D9C-0,PCL-0C6D1D9C,PRJ-015,True,False,eligible,in_progress,livelihood_support,disbursed,synthetic
FAM-PCL-0C6D1D9C-1,PCL-0C6D1D9C,PRJ-015,True,False,eligible,in_progress,cash,pending,synthetic
FAM-PCL-0C6D1D9C-2,PCL-0C6D1D9C,PRJ-015,True,False,eligible,pending,cash,disbursed,synthetic
FAM-PCL-58846226-0,PCL-58846226,PRJ-015,True,False,eligible,in_progress,housing,pending,synthetic
FAM-PCL-9780C4EC-0,PCL-9780C4EC,PRJ-015,True,True,eligible,in_progress,livelihood_support,disbursed,synthetic
FAM-PCL-7DF4AF8B-0,PCL-7DF4AF8B,PRJ-015,True,False,eligible,in_progress,cash,disbursed,synthetic
FAM-PCL-7DF4AF8B-1,PCL-7DF4AF8B,PRJ-015,True,False,eligible,in_progress,housing,disbursed,synthetic
FAM-PCL-7DF4AF8B-2,PCL-7DF4AF8B,PRJ-015,True,False,eligible,in_progress,livelihood_support,disbursed,synthetic
FAM-PCL-CAECBF58-0,PCL-CAECBF58,PRJ-015,True,False,eligible,pending,housing,disbursed,synthetic
FAM-PCL-CAECBF58-1,PCL-CAECBF58,PRJ-015,True,False,eligible,completed,cash,disbursed,synthetic
FAM-PCL-CAECBF58-2,PCL-CAECBF58,PRJ-015,True,True,eligible,completed,cash,pending,synthetic
FAM-PCL-7F9BF109-0,PCL-7F9BF109,PRJ-015,True,False,eligible,in_progress,livelihood_support,pending,synthetic
FAM-PCL-02DE0A53-0,PCL-02DE0A53,PRJ-015,True,True,eligible,in_progress,housing,disbursed,synthetic
FAM-PCL-02DE0A53-1,PCL-02DE0A53,PRJ-015,True,False,eligible,in_progress,livelihood_support,disbursed,synthetic
FAM-PCL-E3598DD8-0,PCL-E3598DD8,PRJ-015,True,False,eligible,completed,livelihood_support,disbursed,synthetic
FAM-PCL-E3598DD8-1,PCL-E3598DD8,PRJ-015,True,False,eligible,pending,livelihood_support,disbursed,synthetic
FAM-PCL-502BD476-0,PCL-502BD476,PRJ-015,True,True,eligible,completed,cash,disbursed,synthetic
FAM-PCL-502BD476-1,PCL-502BD476,PRJ-015,True,True,eligible,in_progress,cash,disbursed,synthetic
FAM-PCL-502BD476-2,PCL-502BD476,PRJ-015,True,False,eligible,in_progress,livelihood_support,disbursed,synthetic
FAM-PCL-BBD086C9-0,PCL-BBD086C9,PRJ-015,True,True,eligible,in_progress,livelihood_support,pending,synthetic
FAM-PCL-BBD086C9-1,PCL-BBD086C9,PRJ-015,True,False,eligible,completed,housing,pending,synthetic
FAM-PCL-991392A7-0,PCL-991392A7,PRJ-015,True,True,eligible,completed,cash,pending,synthetic
FAM-PCL-991392A7-1,PCL-991392A7,PRJ-015,True,False,eligible,completed,cash,disbursed,synthetic
FAM-PCL-D4B8CF03-0,PCL-D4B8CF03,PRJ-015,True,True,eligible,pending,cash,disbursed,synthetic
FAM-PCL-D4B8CF03-1,PCL-D4B8CF03,PRJ-015,True,False,eligible,in_progress,livelihood_support,disbursed,synthetic
FAM-PCL-F9F87815-0,PCL-F9F87815,PRJ-017,True,True,eligible,in_progress,housing,disbursed,synthetic
FAM-PCL-BA1864CB-0,PCL-BA1864CB,PRJ-017,True,False,eligible,completed,housing,disbursed,synthetic
FAM-PCL-BA1864CB-1,PCL-BA1864CB,PRJ-017,True,False,eligible,pending,livelihood_support,pending,synthetic
FAM-PCL-BA1864CB-2,PCL-BA1864CB,PRJ-017,True,False,eligible,completed,livelihood_support,disbursed,synthetic
FAM-PCL-A7113D8F-0,PCL-A7113D8F,PRJ-017,True,True,eligible,completed,livelihood_support,disbursed,synthetic
FAM-PCL-A7113D8F-1,PCL-A7113D8F,PRJ-017,True,False,eligible,completed,cash,disbursed,synthetic
FAM-PCL-A7113D8F-2,PCL-A7113D8F,PRJ-017,True,True,eligible,in_progress,livelihood_support,pending,synthetic
FAM-PCL-E055F4D8-0,PCL-E055F4D8,PRJ-017,True,False,eligible,completed,housing,pending,synthetic
FAM-PCL-E055F4D8-1,PCL-E055F4D8,PRJ-017,True,False,eligible,completed,livelihood_support,pending,synthetic
FAM-PCL-E055F4D8-2,PCL-E055F4D8,PRJ-017,True,True,eligible,completed,cash,disbursed,synthetic
FAM-PCL-790B1DF8-0,PCL-790B1DF8,PRJ-017,True,True,eligible,pending,housing,pending,synthetic
FAM-PCL-790B1DF8-1,PCL-790B1DF8,PRJ-017,True,False,eligible,in_progress,livelihood_support,disbursed,synthetic
FAM-PCL-790B1DF8-2,PCL-790B1DF8,PRJ-017,True,True,eligible,completed,cash,disbursed,synthetic
FAM-PCL-333B4F4A-0,PCL-333B4F4A,PRJ-017,True,True,eligible,in_progress,livelihood_support,disbursed,synthetic
FAM-PCL-6F7306D5-0,PCL-6F7306D5,PRJ-019,True,False,eligible,in_progress,housing,disbursed,synthetic
FAM-PCL-6F7306D5-1,PCL-6F7306D5,PRJ-019,True,True,eligible,completed,housing,disbursed,synthetic
FAM-PCL-6F7306D5-2,PCL-6F7306D5,PRJ-019,True,False,eligible,completed,housing,pending,synthetic
FAM-PCL-6D2B81EF-0,PCL-6D2B81EF,PRJ-019,True,True,eligible,completed,cash,pending,synthetic
FAM-PCL-F0ECB5D1-0,PCL-F0ECB5D1,PRJ-019,True,False,eligible,pending,cash,pending,synthetic
FAM-PCL-F0ECB5D1-1,PCL-F0ECB5D1,PRJ-019,True,True,eligible,in_progress,livelihood_support,disbursed,synthetic
FAM-PCL-BA4D8E07-0,PCL-BA4D8E07,PRJ-019,True,False,eligible,completed,cash,disbursed,synthetic
FAM-PCL-BA4D8E07-1,PCL-BA4D8E07,PRJ-019,True,False,eligible,completed,housing,disbursed,synthetic
FAM-PCL-7A13A671-0,PCL-7A13A671,PRJ-019,True,False,eligible,completed,livelihood_support,pending,synthetic
FAM-PCL-7A13A671-1,PCL-7A13A671,PRJ-019,True,False,eligible,completed,cash,disbursed,synthetic
FAM-PCL-7A5F76A2-0,PCL-7A5F76A2,PRJ-019,True,False,eligible,completed,housing,disbursed,synthetic
FAM-PCL-7A5F76A2-1,PCL-7A5F76A2,PRJ-019,True,True,eligible,pending,housing,disbursed,synthetic
FAM-PCL-7A5F76A2-2,PCL-7A5F76A2,PRJ-019,True,False,eligible,completed,livelihood_support,disbursed,synthetic
FAM-PCL-FBCD234B-0,PCL-FBCD234B,PRJ-019,True,False,eligible,pending,housing,disbursed,synthetic
FAM-PCL-AC70DA24-0,PCL-AC70DA24,PRJ-019,True,True,eligible,completed,cash,disbursed,synthetic
FAM-PCL-AC70DA24-1,PCL-AC70DA24,PRJ-019,True,False,eligible,in_progress,livelihood_support,disbursed,synthetic
FAM-PCL-AC70DA24-2,PCL-AC70DA24,PRJ-019,True,False,eligible,pending,cash,disbursed,synthetic
FAM-PCL-933ED8DE-0,PCL-933ED8DE,PRJ-019,True,False,eligible,completed,housing,disbursed,synthetic
FAM-PCL-933ED8DE-1,PCL-933ED8DE,PRJ-019,True,False,eligible,completed,housing,disbursed,synthetic
FAM-PCL-933ED8DE-2,PCL-933ED8DE,PRJ-019,True,True,eligible,completed,cash,pending,synthetic
FAM-PCL-795DD766-0,PCL-795DD766,PRJ-021,True,True,eligible,completed,cash,disbursed,synthetic
FAM-PCL-795DD766-1,PCL-795DD766,PRJ-021,True,True,eligible,pending,housing,disbursed,synthetic
FAM-PCL-795DD766-2,PCL-795DD766,PRJ-021,True,True,eligible,completed,livelihood_support,pending,synthetic
FAM-PCL-40B0DFF6-0,PCL-40B0DFF6,PRJ-021,True,False,eligible,pending,housing,disbursed,synthetic
FAM-PCL-40B0DFF6-1,PCL-40B0DFF6,PRJ-021,True,True,eligible,completed,livelihood_support,disbursed,synthetic
FAM-PCL-40B0DFF6-2,PCL-40B0DFF6,PRJ-021,True,False,eligible,completed,livelihood_support,disbursed,synthetic
FAM-PCL-B0CBC4D9-0,PCL-B0CBC4D9,PRJ-021,True,True,eligible,in_progress,livelihood_support,disbursed,synthetic
FAM-PCL-B0CBC4D9-1,PCL-B0CBC4D9,PRJ-021,True,True,eligible,completed,livelihood_support,disbursed,synthetic
FAM-PCL-B0CBC4D9-2,PCL-B0CBC4D9,PRJ-021,True,False,eligible,completed,livelihood_support,disbursed,synthetic
FAM-PCL-49FD5471-0,PCL-49FD5471,PRJ-021,True,True,eligible,pending,cash,disbursed,synthetic
FAM-PCL-49FD5471-1,PCL-49FD5471,PRJ-021,True,True,eligible,completed,cash,disbursed,synthetic
FAM-PCL-49FD5471-2,PCL-49FD5471,PRJ-021,True,False,eligible,completed,housing,disbursed,synthetic
FAM-PCL-8C66377E-0,PCL-8C66377E,PRJ-021,True,False,eligible,in_progress,livelihood_support,pending,synthetic
FAM-PCL-8C66377E-1,PCL-8C66377E,PRJ-021,True,False,eligible,completed,cash,pending,synthetic
FAM-PCL-3C9AC27E-0,PCL-3C9AC27E,PRJ-021,True,False,eligible,completed,cash,disbursed,synthetic
FAM-PCL-309D69AD-0,PCL-309D69AD,PRJ-021,True,False,eligible,completed,housing,disbursed,synthetic
FAM-PCL-309D69AD-1,PCL-309D69AD,PRJ-021,True,False,eligible,in_progress,cash,disbursed,synthetic
FAM-PCL-309D69AD-2,PCL-309D69AD,PRJ-021,True,True,eligible,completed,livelihood_support,pending,synthetic
FAM-PCL-6BFCABFD-0,PCL-6BFCABFD,PRJ-021,True,False,eligible,completed,cash,pending,synthetic
FAM-PCL-6BFCABFD-1,PCL-6BFCABFD,PRJ-021,True,True,eligible,pending,livelihood_support,disbursed,synthetic
FAM-PCL-6BFCABFD-2,PCL-6BFCABFD,PRJ-021,True,True,eligible,pending,housing,disbursed,synthetic
FAM-PCL-3AFD3620-0,PCL-3AFD3620,PRJ-021,True,False,eligible,completed,housing,disbursed,synthetic
FAM-PCL-3AFD3620-1,PCL-3AFD3620,PRJ-021,True,False,eligible,completed,housing,disbursed,synthetic
FAM-PCL-3AFD3620-2,PCL-3AFD3620,PRJ-021,True,True,eligible,completed,housing,pending,synthetic
FAM-PCL-A3E0A657-0,PCL-A3E0A657,PRJ-021,True,True,eligible,completed,livelihood_support,pending,synthetic
FAM-PCL-39BAD1C7-0,PCL-39BAD1C7,PRJ-021,True,False,eligible,in_progress,housing,disbursed,synthetic
FAM-PCL-74C8E1B3-0,PCL-74C8E1B3,PRJ-021,True,False,eligible,completed,cash,disbursed,synthetic
FAM-PCL-74F66A96-0,PCL-74F66A96,PRJ-021,True,True,eligible,pending,cash,pending,synthetic
FAM-PCL-74F66A96-1,PCL-74F66A96,PRJ-021,True,False,eligible,in_progress,livelihood_support,pending,synthetic
FAM-PCL-31A393B6-0,PCL-31A393B6,PRJ-021,True,True,eligible,completed,livelihood_support,disbursed,synthetic
FAM-PCL-E31DF820-0,PCL-E31DF820,PRJ-021,True,False,eligible,completed,housing,pending,synthetic
FAM-PCL-C8C47E7E-0,PCL-C8C47E7E,PRJ-021,True,True,eligible,completed,housing,disbursed,synthetic
FAM-PCL-C8C47E7E-1,PCL-C8C47E7E,PRJ-021,True,True,eligible,in_progress,cash,pending,synthetic
FAM-PCL-C8C47E7E-2,PCL-C8C47E7E,PRJ-021,True,True,eligible,completed,housing,disbursed,synthetic
FAM-PCL-8E417A0E-0,PCL-8E417A0E,PRJ-021,True,False,eligible,completed,housing,pending,synthetic
FAM-PCL-C12D8E6F-0,PCL-C12D8E6F,PRJ-021,True,False,eligible,completed,cash,disbursed,synthetic
FAM-PCL-C12D8E6F-1,PCL-C12D8E6F,PRJ-021,True,True,eligible,in_progress,livelihood_support,disbursed,synthetic
FAM-PCL-81DAE245-0,PCL-81DAE245,PRJ-021,True,True,eligible,completed,livelihood_support,disbursed,synthetic
FAM-PCL-DE0261D0-0,PCL-DE0261D0,PRJ-021,True,False,eligible,completed,cash,pending,synthetic
FAM-PCL-F24A3094-0,PCL-F24A3094,PRJ-021,True,False,eligible,pending,livelihood_support,disbursed,synthetic
FAM-PCL-F24A3094-1,PCL-F24A3094,PRJ-021,True,True,eligible,completed,cash,disbursed,synthetic
FAM-PCL-CB573EF6-0,PCL-CB573EF6,PRJ-021,True,False,eligible,in_progress,cash,disbursed,synthetic
FAM-PCL-CB573EF6-1,PCL-CB573EF6,PRJ-021,True,False,eligible,completed,livelihood_support,pending,synthetic
FAM-PCL-CB573EF6-2,PCL-CB573EF6,PRJ-021,True,False,eligible,in_progress,housing,pending,synthetic
FAM-PCL-94A43246-0,PCL-94A43246,PRJ-023,True,False,eligible,pending,cash,disbursed,synthetic
FAM-PCL-94A43246-1,PCL-94A43246,PRJ-023,True,False,eligible,pending,housing,disbursed,synthetic
FAM-PCL-94A43246-2,PCL-94A43246,PRJ-023,True,False,eligible,completed,livelihood_support,disbursed,synthetic
FAM-PCL-5D796F2E-0,PCL-5D796F2E,PRJ-023,True,False,eligible,in_progress,livelihood_support,disbursed,synthetic
FAM-PCL-5D796F2E-1,PCL-5D796F2E,PRJ-023,True,False,eligible,in_progress,cash,disbursed,synthetic
FAM-PCL-6058ADBF-0,PCL-6058ADBF,PRJ-023,True,True,eligible,completed,housing,disbursed,synthetic
FAM-PCL-6058ADBF-1,PCL-6058ADBF,PRJ-023,True,True,eligible,in_progress,cash,disbursed,synthetic
FAM-PCL-9D30CBFD-0,PCL-9D30CBFD,PRJ-023,True,False,eligible,in_progress,livelihood_support,pending,synthetic
FAM-PCL-9D30CBFD-1,PCL-9D30CBFD,PRJ-023,True,False,eligible,completed,cash,disbursed,synthetic
FAM-PCL-9D30CBFD-2,PCL-9D30CBFD,PRJ-023,True,False,eligible,completed,livelihood_support,disbursed,synthetic
FAM-PCL-D52B6F40-0,PCL-D52B6F40,PRJ-023,True,True,eligible,in_progress,housing,pending,synthetic
FAM-PCL-D2BE4CB7-0,PCL-D2BE4CB7,PRJ-023,True,False,eligible,in_progress,cash,pending,synthetic
FAM-PCL-D2BE4CB7-1,PCL-D2BE4CB7,PRJ-023,True,True,eligible,completed,livelihood_support,disbursed,synthetic
FAM-PCL-D2BE4CB7-2,PCL-D2BE4CB7,PRJ-023,True,True,eligible,completed,cash,disbursed,synthetic
FAM-PCL-E1C9086E-0,PCL-E1C9086E,PRJ-023,True,False,eligible,completed,livelihood_support,pending,synthetic
FAM-PCL-041BD62F-0,PCL-041BD62F,PRJ-023,True,False,eligible,in_progress,livelihood_support,pending,synthetic
FAM-PCL-041BD62F-1,PCL-041BD62F,PRJ-023,True,True,eligible,pending,housing,disbursed,synthetic
FAM-PCL-041BD62F-2,PCL-041BD62F,PRJ-023,True,False,eligible,completed,housing,disbursed,synthetic
FAM-PCL-4257D4F6-0,PCL-4257D4F6,PRJ-023,True,True,eligible,completed,housing,disbursed,synthetic
FAM-PCL-4257D4F6-1,PCL-4257D4F6,PRJ-023,True,True,eligible,in_progress,cash,pending,synthetic
FAM-PCL-4257D4F6-2,PCL-4257D4F6,PRJ-023,True,False,eligible,completed,livelihood_support,disbursed,synthetic
FAM-PCL-C648D0D5-0,PCL-C648D0D5,PRJ-023,True,True,eligible,completed,housing,pending,synthetic
FAM-PCL-C648D0D5-1,PCL-C648D0D5,PRJ-023,True,True,eligible,pending,livelihood_support,pending,synthetic
FAM-PCL-0706A772-0,PCL-0706A772,PRJ-023,True,False,eligible,pending,cash,pending,synthetic
FAM-PCL-0706A772-1,PCL-0706A772,PRJ-023,True,True,eligible,in_progress,housing,pending,synthetic
FAM-PCL-1D91F846-0,PCL-1D91F846,PRJ-023,True,True,eligible,pending,housing,disbursed,synthetic
FAM-PCL-B03AFE0B-0,PCL-B03AFE0B,PRJ-023,True,True,eligible,completed,housing,pending,synthetic
FAM-PCL-B03AFE0B-1,PCL-B03AFE0B,PRJ-023,True,False,eligible,completed,livelihood_support,pending,synthetic
FAM-PCL-B03AFE0B-2,PCL-B03AFE0B,PRJ-023,True,True,eligible,in_progress,housing,disbursed,synthetic
FAM-PCL-7E91AA05-0,PCL-7E91AA05,PRJ-023,True,False,eligible,completed,livelihood_support,disbursed,synthetic
FAM-PCL-7E91AA05-1,PCL-7E91AA05,PRJ-023,True,False,eligible,in_progress,livelihood_support,pending,synthetic
FAM-PCL-7E91AA05-2,PCL-7E91AA05,PRJ-023,True,False,eligible,in_progress,housing,disbursed,synthetic
FAM-PCL-F55595C9-0,PCL-F55595C9,PRJ-023,True,True,eligible,pending,cash,pending,synthetic
FAM-PCL-F55595C9-1,PCL-F55595C9,PRJ-023,True,False,eligible,completed,livelihood_support,disbursed,synthetic
FAM-PCL-F55595C9-2,PCL-F55595C9,PRJ-023,True,True,eligible,in_progress,housing,pending,synthetic
FAM-PCL-F94A9341-0,PCL-F94A9341,PRJ-023,True,False,eligible,in_progress,housing,disbursed,synthetic
FAM-PCL-F94A9341-1,PCL-F94A9341,PRJ-023,True,False,eligible,in_progress,livelihood_support,disbursed,synthetic
FAM-PCL-191E6986-0,PCL-191E6986,PRJ-023,True,False,eligible,pending,cash,pending,synthetic
FAM-PCL-55E136B4-0,PCL-55E136B4,PRJ-023,True,True,eligible,in_progress,cash,pending,synthetic
FAM-PCL-55E136B4-1,PCL-55E136B4,PRJ-023,True,False,eligible,pending,housing,disbursed,synthetic
FAM-PCL-230A72D3-0,PCL-230A72D3,PRJ-023,True,True,eligible,completed,housing,disbursed,synthetic
FAM-PCL-230A72D3-1,PCL-230A72D3,PRJ-023,True,True,eligible,pending,cash,disbursed,synthetic
FAM-PCL-7BF14C81-0,PCL-7BF14C81,PRJ-023,True,True,eligible,pending,housing,pending,synthetic
FAM-PCL-7BF14C81-1,PCL-7BF14C81,PRJ-023,True,True,eligible,in_progress,cash,pending,synthetic
FAM-PCL-981B221C-0,PCL-981B221C,PRJ-023,True,False,eligible,completed,housing,disbursed,synthetic
FAM-PCL-981B221C-1,PCL-981B221C,PRJ-023,True,False,eligible,in_progress,cash,pending,synthetic
FAM-PCL-9B941E28-0,PCL-9B941E28,PRJ-023,True,True,eligible,completed,livelihood_support,disbursed,synthetic
FAM-PCL-9B941E28-1,PCL-9B941E28,PRJ-023,True,False,eligible,completed,livelihood_support,disbursed,synthetic
FAM-PCL-9B941E28-2,PCL-9B941E28,PRJ-023,True,True,eligible,in_progress,housing,pending,synthetic
FAM-PCL-9452F78C-0,PCL-9452F78C,PRJ-023,True,True,eligible,completed,cash,pending,synthetic
FAM-PCL-BD824916-0,PCL-BD824916,PRJ-023,True,False,eligible,in_progress,housing,pending,synthetic
FAM-PCL-4A2FD836-0,PCL-4A2FD836,PRJ-023,True,False,eligible,completed,cash,disbursed,synthetic
FAM-PCL-4A2FD836-1,PCL-4A2FD836,PRJ-023,True,True,eligible,completed,livelihood_support,pending,synthetic
FAM-PCL-4A2FD836-2,PCL-4A2FD836,PRJ-023,True,True,eligible,completed,livelihood_support,disbursed,synthetic
FAM-PCL-15B98D3F-0,PCL-15B98D3F,PRJ-025,True,False,eligible,pending,cash,disbursed,synthetic
FAM-PCL-15B98D3F-1,PCL-15B98D3F,PRJ-025,True,True,eligible,pending,housing,pending,synthetic
FAM-PCL-15B98D3F-2,PCL-15B98D3F,PRJ-025,True,False,eligible,pending,housing,disbursed,synthetic
FAM-PCL-A5E4718C-0,PCL-A5E4718C,PRJ-025,True,False,eligible,pending,cash,disbursed,synthetic
FAM-PCL-A5E4718C-1,PCL-A5E4718C,PRJ-025,True,False,eligible,completed,cash,pending,synthetic
FAM-PCL-A5E4718C-2,PCL-A5E4718C,PRJ-025,True,False,eligible,completed,livelihood_support,disbursed,synthetic
FAM-PCL-96F1E230-0,PCL-96F1E230,PRJ-025,True,False,eligible,in_progress,cash,disbursed,synthetic
FAM-PCL-96F1E230-1,PCL-96F1E230,PRJ-025,True,False,eligible,pending,cash,disbursed,synthetic
FAM-PCL-56E94BB1-0,PCL-56E94BB1,PRJ-025,True,True,eligible,in_progress,housing,pending,synthetic
FAM-PCL-56E94BB1-1,PCL-56E94BB1,PRJ-025,True,False,eligible,in_progress,livelihood_support,pending,synthetic
FAM-PCL-701CB8D3-0,PCL-701CB8D3,PRJ-025,True,False,eligible,pending,livelihood_support,pending,synthetic
FAM-PCL-701CB8D3-1,PCL-701CB8D3,PRJ-025,True,True,eligible,completed,cash,disbursed,synthetic
FAM-PCL-09500D3E-0,PCL-09500D3E,PRJ-025,True,False,eligible,completed,housing,disbursed,synthetic
FAM-PCL-09500D3E-1,PCL-09500D3E,PRJ-025,True,True,eligible,completed,livelihood_support,disbursed,synthetic
FAM-PCL-09EF2FF1-0,PCL-09EF2FF1,PRJ-025,True,False,eligible,in_progress,cash,disbursed,synthetic
FAM-PCL-09EF2FF1-1,PCL-09EF2FF1,PRJ-025,True,False,eligible,completed,housing,pending,synthetic
FAM-PCL-CC0EB917-0,PCL-CC0EB917,PRJ-025,True,False,eligible,completed,housing,disbursed,synthetic
FAM-PCL-CC0EB917-1,PCL-CC0EB917,PRJ-025,True,False,eligible,in_progress,housing,disbursed,synthetic
FAM-PCL-CC0EB917-2,PCL-CC0EB917,PRJ-025,True,True,eligible,completed,housing,disbursed,synthetic
FAM-PCL-EB8D45D1-0,PCL-EB8D45D1,PRJ-025,True,False,eligible,in_progress,cash,disbursed,synthetic
FAM-PCL-EB8D45D1-1,PCL-EB8D45D1,PRJ-025,True,False,eligible,completed,cash,pending,synthetic
FAM-PCL-EB8D45D1-2,PCL-EB8D45D1,PRJ-025,True,False,eligible,completed,housing,pending,synthetic
FAM-PCL-AB5ED668-0,PCL-AB5ED668,PRJ-027,True,False,eligible,in_progress,livelihood_support,disbursed,synthetic
FAM-PCL-1A1685C8-0,PCL-1A1685C8,PRJ-027,True,True,eligible,completed,cash,disbursed,synthetic
FAM-PCL-CE189D9B-0,PCL-CE189D9B,PRJ-027,True,False,eligible,pending,cash,pending,synthetic
FAM-PCL-CE189D9B-1,PCL-CE189D9B,PRJ-027,True,False,eligible,in_progress,livelihood_support,pending,synthetic
FAM-PCL-CE189D9B-2,PCL-CE189D9B,PRJ-027,True,False,eligible,completed,cash,pending,synthetic
FAM-PCL-04C566E8-0,PCL-04C566E8,PRJ-027,True,False,eligible,completed,housing,disbursed,synthetic
FAM-PCL-04C566E8-1,PCL-04C566E8,PRJ-027,True,False,eligible,in_progress,housing,disbursed,synthetic
FAM-PCL-04C566E8-2,PCL-04C566E8,PRJ-027,True,False,eligible,completed,housing,pending,synthetic
FAM-PCL-1973472C-0,PCL-1973472C,PRJ-027,True,False,eligible,in_progress,cash,disbursed,synthetic
FAM-PCL-2D500091-0,PCL-2D500091,PRJ-027,True,True,eligible,pending,cash,pending,synthetic
FAM-PCL-8E1E058E-0,PCL-8E1E058E,PRJ-027,True,False,eligible,in_progress,livelihood_support,pending,synthetic
FAM-PCL-8E1E058E-1,PCL-8E1E058E,PRJ-027,True,True,eligible,completed,housing,disbursed,synthetic
FAM-PCL-C91B8F23-0,PCL-C91B8F23,PRJ-029,True,True,eligible,in_progress,cash,pending,synthetic
FAM-PCL-25E765D6-0,PCL-25E765D6,PRJ-029,True,False,eligible,in_progress,livelihood_support,disbursed,synthetic
