project_id,parcel_id
PRJ-029,PCL-A2C87787
PRJ-029,PCL-1A387FC9
PRJ-029,PCL-9CAE7E6E
PRJ-029,PCL-5F674BE6
PRJ-029,PCL-9A0EB1D7
PRJ-029,PCL-8B117CCE
PRJ-029,PCL-24434C00
PRJ-029,PCL-6E00FEA9
PRJ-029,PCL-F4BE6F17
PRJ-029,PCL-4BFB44F0
PRJ-029,PCL-250436B9
PRJ-029,PCL-0C339FD8
PRJ-029,PCL-F58D563F
PRJ-029,PCL-42874776
PRJ-029,PCL-82FE7D15
PRJ-029,PCL-D67DB692
PRJ-029,PCL-D2222990
PRJ-029,PCL-CAADDFB3
PRJ-029,PCL-77C8AFD8
PRJ-029,PCL-89DD88AE
