parcel_id,project_id,stage,stage_order,stage_start_date,stage_target_date,stage_completion_date,days_in_stage,sla_days,sla_breach,is_current_stage,data_source
PCL-DE07BC27,PRJ-009,Survey/Parcel Mapping,1,2024-03-11,2024-04-10,2024-04-12,32,30,1,0,synthetic
PCL-DE07BC27,PRJ-009,Ownership Verification,2,2024-04-12,2024-05-27,2024-05-25,43,45,0,0,synthetic
PCL-DE07BC27,PRJ-009,Notification,3,2024-05-25,2024-06-14,2024-06-16,22,20,1,0,synthetic
PCL-DE07BC27,PRJ-009,Objections/Hearings,4,2024-06-16,2024-07-16,2024-08-18,63,30,1,0,synthetic
PCL-DE07BC27,PRJ-009,Compensation Assessment,5,2024-08-18,2024-09-27,2024-11-01,75,40,1,0,synthetic
PCL-DE07BC27,PRJ-009,Compensation Disbursement,6,2024-11-01,2024-12-01,2024-12-02,31,30,1,0,synthetic
PCL-DE07BC27,PRJ-009,Rehabilitation & Resettlement,7,2024-12-02,2025-01-31,2025-01-25,54,60,0,0,synthetic
PCL-DE07BC27,PRJ-009,Possession,8,2025-01-25,2025-02-09,2025-02-17,23,15,1,0,synthetic
PCL-DE07BC27,PRJ-009,Closure/Handover,9,2025-02-17,2025-02-27,,196,10,1,1,synthetic
PCL-93DA8633,PRJ-009,Land Identification,0,2024-03-06,2024-03-21,2024-03-28,22,15,1,0,synthetic
PCL-93DA8633,PRJ-009,Survey/Parcel Mapping,1,2024-03-28,2024-04-27,2024-04-26,29,30,0,0,synthetic
PCL-93DA8633,PRJ-009,Ownership Verification,2,2024-04-26,2024-06-10,2024-06-01,36,45,0,0,synthetic
PCL-93DA8633,PRJ-009,Notification,3,2024-06-01,2024-06-21,2024-06-28,27,20,1,0,synthetic
PCL-93DA8633,PRJ-009,Objections/Hearings,4,2024-06-28,2024-07-28,2024-10-31,125,30,1,0,synthetic
PCL-93DA8633,PRJ-009,Compensation Assessment,5,2024-10-31,2024-12-10,2024-12-10,40,40,0,0,synthetic
PCL-93DA8633,PRJ-009,Compensation Disbursement,6,2024-12-10,2025-01-09,2025-01-16,37,30,1,0,synthetic
PCL-93DA8633,PRJ-009,Rehabilitation & Resettlement,7,2025-01-16,2025-03-17,2025-02-20,35,60,0,0,synthetic
PCL-93DA8633,PRJ-009,Possession,8,2025-02-20,2025-03-07,,193,15,1,1,synthetic
PCL-F51B76CB,PRJ-009,Land Identification,0,2024-02-06,2024-02-21,2024-02-28,22,15,1,0,synthetic
PCL-F51B76CB,PRJ-009,Survey/Parcel Mapping,1,2024-02-28,2024-03-29,2024-03-30,31,30,1,0,synthetic
PCL-F51B76CB,PRJ-009,Ownership Verification,2,2024-03-30,2024-05-14,2024-05-08,39,45,0,0,synthetic
PCL-F51B76CB,PRJ-009,Notification,3,2024-05-08,2024-05-28,2024-05-28,20,20,0,0,synthetic
PCL-F51B76CB,PRJ-009,Objections/Hearings,4,2024-05-28,2024-06-27,2024-09-14,109,30,1,0,synthetic
PCL-F51B76CB,PRJ-009,Compensation Assessment,5,2024-09-14,2024-10-24,2024-10-30,46,40,1,0,synthetic
PCL-F51B76CB,PRJ-009,Compensation Disbursement,6,2024-10-30,2024-11-29,2024-11-27,28,30,0,0,synthetic
PCL-F51B76CB,PRJ-009,Rehabilitation & Resettlement,7,2024-11-27,2025-01-26,2025-01-11,45,60,0,0,synthetic
PCL-F51B76CB,PRJ-009,Possession,8,2025-01-11,2025-01-26,2025-01-28,17,15,1,0,synthetic
PCL-F51B76CB,PRJ-009,Closure/Handover,9,2025-01-28,2025-02-07,,216,10,1,1,synthetic
PCL-345EF369,PRJ-009,Land Identification,0,2024-03-14,2024-03-29,2024-03-30,16,15,1,0,synthetic
PCL-345EF369,PRJ-009,Survey/Parcel Mapping,1,2024-03-30,2024-04-29,2024-04-11,12,30,0,0,synthetic
PCL-345EF369,PRJ-009,Ownership Verification,2,2024-04-11,2024-05-26,2024-05-18,37,45,0,0,synthetic
PCL-345EF369,PRJ-009,Notification,3,2024-05-18,2024-06-07,,471,20,1,1,synthetic
PCL-7F1A3E7E,PRJ-009,Land Identification,0,2024-01-16,2024-01-31,2024-01-28,12,15,0,0,synthetic
PCL-7F1A3E7E,PRJ-009,Survey/Parcel Mapping,1,2024-01-28,2024-02-27,,582,30,1,1,synthetic
PCL-173EFE2F,PRJ-009,Land Identification,0,2024-02-12,2024-02-27,2024-03-01,18,15,1,0,synthetic
PCL-173EFE2F,PRJ-009,Survey/Parcel Mapping,1,2024-03-01,2024-03-31,2024-04-19,49,30,1,0,synthetic
PCL-173EFE2F,PRJ-009,Ownership Verification,2,2024-04-19,2024-06-03,2024-05-19,30,45,0,0,synthetic
PCL-173EFE2F,PRJ-009,Notification,3,2024-05-19,2024-06-08,2024-06-04,16,20,0,0,synthetic
PCL-173EFE2F,PRJ-009,Objections/Hearings,4,2024-06-04,2024-07-04,,454,30,1,1,synthetic
PCL-156CFE22,PRJ-009,Land Identification,0,2024-01-03,2024-01-18,2024-01-12,9,15,0,0,synthetic
PCL-156CFE22,PRJ-009,Survey/Parcel Mapping,1,2024-01-12,2024-02-11,2024-02-10,29,30,0,0,synthetic
PCL-156CFE22,PRJ-009,Ownership Verification,2,2024-02-10,2024-03-26,2024-03-18,37,45,0,0,synthetic
PCL-156CFE22,PRJ-009,Notification,3,2024-03-18,2024-04-07,,532,20,1,1,synthetic
PCL-D2ACD24E,PRJ-009,Land Identification,0,2024-03-03,2024-03-18,,547,15,1,1,synthetic
PCL-14D73A6A,PRJ-009,Land Identification,0,2024-02-14,2024-02-29,2024-02-21,7,15,0,0,synthetic
PCL-14D73A6A,PRJ-009,Survey/Parcel Mapping,1,2024-02-21,2024-03-22,2024-04-25,64,30,1,0,synthetic
PCL-14D73A6A,PRJ-009,Ownership Verification,2,2024-04-25,2024-06-09,2024-06-03,39,45,0,0,synthetic
PCL-14D73A6A,PRJ-009,Notification,3,2024-06-03,2024-06-23,2024-06-30,27,20,1,0,synthetic
PCL-14D73A6A,PRJ-009,Objections/Hearings,4,2024-06-30,2024-07-30,2024-11-10,133,30,1,0,synthetic
PCL-14D73A6A,PRJ-009,Compensation Assessment,5,2024-11-10,2024-12-20,2024-12-15,35,40,0,0,synthetic
PCL-14D73A6A,PRJ-009,Compensation Disbursement,6,2024-12-15,2025-01-14,2025-01-06,22,30,0,0,synthetic
PCL-14D73A6A,PRJ-009,Rehabilitation & Resettlement,7,2025-01-06,2025-03-07,2025-03-02,55,60,0,0,synthetic
PCL-14D73A6A,PRJ-009,Possession,8,2025-03-02,2025-03-17,,183,15,1,1,synthetic
PCL-4FFE3C88,PRJ-009,Land Identification,0,2024-02-16,2024-03-02,2024-03-06,19,15,1,0,synthetic
PCL-4FFE3C88,PRJ-009,Survey/Parcel Mapping,1,2024-03-06,2024-04-05,2024-04-08,33,30,1,0,synthetic
PCL-4FFE3C88,PRJ-009,Ownership Verification,2,2024-04-08,2024-05-23,2024-06-07,60,45,1,0,synthetic
PCL-4FFE3C88,PRJ-009,Notification,3,2024-06-07,2024-06-27,2024-06-18,11,20,0,0,synthetic
PCL-4FFE3C88,PRJ-009,Objections/Hearings,4,2024-06-18,2024-07-18,2024-08-28,71,30,1,0,synthetic
PCL-4FFE3C88,PRJ-009,Compensation Assessment,5,2024-08-28,2024-10-07,,369,40,1,1,synthetic
PCL-7EAEC4C5,PRJ-009,Land Identification,0,2024-02-25,2024-03-11,2024-03-07,11,15,0,0,synthetic
PCL-7EAEC4C5,PRJ-009,Survey/Parcel Mapping,1,2024-03-07,2024-04-06,2024-04-01,25,30,0,0,synthetic
PCL-7EAEC4C5,PRJ-009,Ownership Verification,2,2024-04-01,2024-05-16,2024-05-24,53,45,1,0,synthetic
PCL-7EAEC4C5,PRJ-009,Notification,3,2024-05-24,2024-06-13,2024-06-08,15,20,0,0,synthetic
PCL-7EAEC4C5,PRJ-009,Objections/Hearings,4,2024-06-08,2024-07-08,2024-08-28,81,30,1,0,synthetic
PCL-7EAEC4C5,PRJ-009,Compensation Assessment,5,2024-08-28,2024-10-07,2024-10-04,37,40,0,0,synthetic
PCL-7EAEC4C5,PRJ-009,Compensation Disbursement,6,2024-10-04,2024-11-03,2024-11-15,42,30,1,0,synthetic
PCL-7EAEC4C5,PRJ-009,Rehabilitation & Resettlement,7,2024-11-15,2025-01-14,2024-12-14,29,60,0,0,synthetic
PCL-7EAEC4C5,PRJ-009,Possession,8,2024-12-14,2024-12-29,,261,15,1,1,synthetic
PCL-B3E88C24,PRJ-009,Land Identification,0,2024-02-04,2024-02-19,2024-02-16,12,15,0,0,synthetic
PCL-B3E88C24,PRJ-009,Survey/Parcel Mapping,1,2024-02-16,2024-03-17,,563,30,1,1,synthetic
PCL-E1385401,PRJ-009,Land Identification,0,2024-01-28,2024-02-12,2024-02-13,16,15,1,0,synthetic
PCL-E1385401,PRJ-009,Survey/Parcel Mapping,1,2024-02-13,2024-03-14,2024-03-13,29,30,0,0,synthetic
PCL-E1385401,PRJ-009,Ownership Verification,2,2024-03-13,2024-04-27,2024-05-18,66,45,1,0,synthetic
PCL-E1385401,PRJ-009,Notification,3,2024-05-18,2024-06-07,2024-06-11,24,20,1,0,synthetic
PCL-E1385401,PRJ-009,Objections/Hearings,4,2024-06-11,2024-07-11,2024-09-18,99,30,1,0,synthetic
PCL-E1385401,PRJ-009,Compensation Assessment,5,2024-09-18,2024-10-28,,348,40,1,1,synthetic
PCL-13F9FB9B,PRJ-009,Land Identification,0,2024-03-03,2024-03-18,2024-03-24,21,15,1,0,synthetic
PCL-13F9FB9B,PRJ-009,Survey/Parcel Mapping,1,2024-03-24,2024-04-23,2024-04-16,23,30,0,0,synthetic
PCL-13F9FB9B,PRJ-009,Ownership Verification,2,2024-04-16,2024-05-31,2024-06-04,49,45,1,0,synthetic
PCL-13F9FB9B,PRJ-009,Notification,3,2024-06-04,2024-06-24,2024-06-25,21,20,1,0,synthetic
PCL-13F9FB9B,PRJ-009,Objections/Hearings,4,2024-06-25,2024-07-25,2024-09-13,80,30,1,0,synthetic
PCL-13F9FB9B,PRJ-009,Compensation Assessment,5,2024-09-13,2024-10-23,2024-11-06,54,40,1,0,synthetic
PCL-13F9FB9B,PRJ-009,Compensation Disbursement,6,2024-11-06,2024-12-06,2024-12-05,29,30,0,0,synthetic
PCL-13F9FB9B,PRJ-009,Rehabilitation & Resettlement,7,2024-12-05,2025-02-03,2025-02-23,80,60,1,0,synthetic
PCL-13F9FB9B,PRJ-009,Possession,8,2025-02-23,2025-03-10,2025-03-08,13,15,0,0,synthetic
PCL-13F9FB9B,PRJ-009,Closure/Handover,9,2025-03-08,2025-03-18,,177,10,1,1,synthetic
PCL-0A0C5266,PRJ-009,Land Identification,0,2024-02-29,2024-03-15,2024-03-21,21,15,1,0,synthetic
PCL-0A0C5266,PRJ-009,Survey/Parcel Mapping,1,2024-03-21,2024-04-20,2024-05-06,46,30,1,0,synthetic
PCL-0A0C5266,PRJ-009,Ownership Verification,2,2024-05-06,2024-06-20,2024-07-05,60,45,1,0,synthetic
PCL-0A0C5266,PRJ-009,Notification,3,2024-07-05,2024-07-25,2024-07-23,18,20,0,0,synthetic
PCL-0A0C5266,PRJ-009,Objections/Hearings,4,2024-07-23,2024-08-22,,405,30,1,1,synthetic
PCL-DFC95F12,PRJ-009,Land Identification,0,2024-01-24,2024-02-08,2024-02-05,12,15,0,0,synthetic
PCL-DFC95F12,PRJ-009,Survey/Parcel Mapping,1,2024-02-05,2024-03-06,2024-03-07,31,30,1,0,synthetic
PCL-DFC95F12,PRJ-009,Ownership Verification,2,2024-03-07,2024-04-21,2024-05-28,82,45,1,0,synthetic
PCL-DFC95F12,PRJ-009,Notification,3,2024-05-28,2024-06-17,2024-06-22,25,20,1,0,synthetic
PCL-DFC95F12,PRJ-009,Objections/Hearings,4,2024-06-22,2024-07-22,,436,30,1,1,synthetic
PCL-29B1D943,PRJ-009,Land Identification,0,2024-03-09,2024-03-24,2024-03-20,11,15,0,0,synthetic
PCL-29B1D943,PRJ-009,Survey/Parcel Mapping,1,2024-03-20,2024-04-19,2024-04-19,30,30,0,0,synthetic
PCL-29B1D943,PRJ-009,Ownership Verification,2,2024-04-19,2024-06-03,,500,45,1,1,synthetic
PCL-097DD606,PRJ-009,Land Identification,0,2024-03-02,2024-03-17,2024-03-18,16,15,1,0,synthetic
PCL-097DD606,PRJ-009,Survey/Parcel Mapping,1,2024-03-18,2024-04-17,2024-05-13,56,30,1,0,synthetic
PCL-097DD606,PRJ-009,Ownership Verification,2,2024-05-13,2024-06-27,2024-06-30,48,45,1,0,synthetic
PCL-097DD606,PRJ-009,Notification,3,2024-06-30,2024-07-20,2024-07-18,18,20,0,0,synthetic
PCL-097DD606,PRJ-009,Objections/Hearings,4,2024-07-18,2024-08-17,2024-11-06,111,30,1,0,synthetic
PCL-097DD606,PRJ-009,Compensation Assessment,5,2024-11-06,2024-12-16,2024-12-15,39,40,0,0,synthetic
PCL-097DD606,PRJ-009,Compensation Disbursement,6,2024-12-15,2025-01-14,2025-01-15,31,30,1,0,synthetic
PCL-097DD606,PRJ-009,Rehabilitation & Resettlement,7,2025-01-15,2025-03-16,2025-04-13,88,60,1,0,synthetic
PCL-097DD606,PRJ-009,Possession,8,2025-04-13,2025-04-28,,141,15,1,1,synthetic
PCL-C4F60CBC,PRJ-009,Land Identification,0,2024-01-11,2024-01-26,2024-01-22,11,15,0,0,synthetic
PCL-C4F60CBC,PRJ-009,Survey/Parcel Mapping,1,2024-01-22,2024-02-21,2024-02-11,20,30,0,0,synthetic
PCL-C4F60CBC,PRJ-009,Ownership Verification,2,2024-02-11,2024-03-27,2024-03-24,42,45,0,0,synthetic
PCL-C4F60CBC,PRJ-009,Notification,3,2024-03-24,2024-04-13,2024-04-07,14,20,0,0,synthetic
PCL-C4F60CBC,PRJ-009,Objections/Hearings,4,2024-04-07,2024-05-07,2024-07-16,100,30,1,0,synthetic
PCL-C4F60CBC,PRJ-009,Compensation Assessment,5,2024-07-16,2024-08-25,2024-08-14,29,40,0,0,synthetic
PCL-C4F60CBC,PRJ-009,Compensation Disbursement,6,2024-08-14,2024-09-13,2024-09-17,34,30,1,0,synthetic
PCL-C4F60CBC,PRJ-009,Rehabilitation & Resettlement,7,2024-09-17,2024-11-16,2024-10-31,44,60,0,0,synthetic
PCL-C4F60CBC,PRJ-009,Possession,8,2024-10-31,2024-11-15,2024-11-12,12,15,0,0,synthetic
PCL-C4F60CBC,PRJ-009,Closure/Handover,9,2024-11-12,2024-11-22,,293,10,1,1,synthetic
PCL-DB7696B8,PRJ-009,Land Identification,0,2024-03-12,2024-03-27,2024-04-04,23,15,1,0,synthetic
PCL-DB7696B8,PRJ-009,Survey/Parcel Mapping,1,2024-04-04,2024-05-04,2024-05-05,31,30,1,0,synthetic
PCL-DB7696B8,PRJ-009,Ownership Verification,2,2024-05-05,2024-06-19,2024-06-07,33,45,0,0,synthetic
PCL-DB7696B8,PRJ-009,Notification,3,2024-06-07,2024-06-27,2024-06-27,20,20,0,0,synthetic
PCL-DB7696B8,PRJ-009,Objections/Hearings,4,2024-06-27,2024-07-27,2024-10-16,111,30,1,0,synthetic
PCL-DB7696B8,PRJ-009,Compensation Assessment,5,2024-10-16,2024-11-25,2024-11-26,41,40,1,0,synthetic
PCL-DB7696B8,PRJ-009,Compensation Disbursement,6,2024-11-26,2024-12-26,2024-12-26,30,30,0,0,synthetic
PCL-DB7696B8,PRJ-009,Rehabilitation & Resettlement,7,2024-12-26,2025-02-24,,249,60,1,1,synthetic
PCL-DDA4DBB8,PRJ-009,Land Identification,0,2024-02-03,2024-02-18,2024-02-26,23,15,1,0,synthetic
PCL-DDA4DBB8,PRJ-009,Survey/Parcel Mapping,1,2024-02-26,2024-03-27,2024-03-19,22,30,0,0,synthetic
PCL-DDA4DBB8,PRJ-009,Ownership Verification,2,2024-03-19,2024-05-03,2024-04-14,26,45,0,0,synthetic
PCL-DDA4DBB8,PRJ-009,Notification,3,2024-04-14,2024-05-04,2024-05-01,17,20,0,0,synthetic
PCL-DDA4DBB8,PRJ-009,Objections/Hearings,4,2024-05-01,2024-05-31,2024-06-30,60,30,1,0,synthetic
PCL-DDA4DBB8,PRJ-009,Compensation Assessment,5,2024-06-30,2024-08-09,2024-07-27,27,40,0,0,synthetic
PCL-DDA4DBB8,PRJ-009,Compensation Disbursement,6,2024-07-27,2024-08-26,,401,30,1,1,synthetic
PCL-00BBB909,PRJ-009,Land Identification,0,2024-03-26,2024-04-10,2024-04-06,11,15,0,0,synthetic
PCL-00BBB909,PRJ-009,Survey/Parcel Mapping,1,2024-04-06,2024-05-06,2024-05-11,35,30,1,0,synthetic
PCL-00BBB909,PRJ-009,Ownership Verification,2,2024-05-11,2024-06-25,2024-06-29,49,45,1,0,synthetic
PCL-00BBB909,PRJ-009,Notification,3,2024-06-29,2024-07-19,2024-07-10,11,20,0,0,synthetic
PCL-00BBB909,PRJ-009,Objections/Hearings,4,2024-07-10,2024-08-09,2024-10-08,90,30,1,0,synthetic
PCL-00BBB909,PRJ-009,Compensation Assessment,5,2024-10-08,2024-11-17,2024-11-23,46,40,1,0,synthetic
PCL-00BBB909,PRJ-009,Compensation Disbursement,6,2024-11-23,2024-12-23,2024-12-14,21,30,0,0,synthetic
PCL-00BBB909,PRJ-009,Rehabilitation & Resettlement,7,2024-12-14,2025-02-12,2025-02-03,51,60,0,0,synthetic
PCL-00BBB909,PRJ-009,Possession,8,2025-02-03,2025-02-18,2025-02-22,19,15,1,0,synthetic
PCL-00BBB909,PRJ-009,Closure/Handover,9,2025-02-22,2025-03-04,,191,10,1,1,synthetic
PCL-E23DEFE7,PRJ-009,Land Identification,0,2024-02-22,2024-03-08,2024-03-09,16,15,1,0,synthetic
PCL-E23DEFE7,PRJ-009,Survey/Parcel Mapping,1,2024-03-09,2024-04-08,2024-04-10,32,30,1,0,synthetic
PCL-E23DEFE7,PRJ-009,Ownership Verification,2,2024-04-10,2024-05-25,2024-05-23,43,45,0,0,synthetic
PCL-E23DEFE7,PRJ-009,Notification,3,2024-05-23,2024-06-12,2024-06-10,18,20,0,0,synthetic
PCL-E23DEFE7,PRJ-009,Objections/Hearings,4,2024-06-10,2024-07-10,2024-10-09,121,30,1,0,synthetic
PCL-E23DEFE7,PRJ-009,Compensation Assessment,5,2024-10-09,2024-11-18,2024-11-12,34,40,0,0,synthetic
PCL-E23DEFE7,PRJ-009,Compensation Disbursement,6,2024-11-12,2024-12-12,2024-12-09,27,30,0,0,synthetic
PCL-E23DEFE7,PRJ-009,Rehabilitation & Resettlement,7,2024-12-09,2025-02-07,2025-01-15,37,60,0,0,synthetic
PCL-E23DEFE7,PRJ-009,Possession,8,2025-01-15,2025-01-30,2025-01-24,9,15,0,0,synthetic
PCL-E23DEFE7,PRJ-009,Closure/Handover,9,2025-01-24,2025-02-03,,220,10,1,1,synthetic
PCL-DADA7FA9,PRJ-009,Land Identification,0,2024-01-20,2024-02-04,2024-02-16,27,15,1,0,synthetic
PCL-DADA7FA9,PRJ-009,Survey/Parcel Mapping,1,2024-02-16,2024-03-17,2024-03-13,26,30,0,0,synthetic
PCL-DADA7FA9,PRJ-009,Ownership Verification,2,2024-03-13,2024-04-27,2024-04-21,39,45,0,0,synthetic
PCL-DADA7FA9,PRJ-009,Notification,3,2024-04-21,2024-05-11,2024-05-08,17,20,0,0,synthetic
PCL-DADA7FA9,PRJ-009,Objections/Hearings,4,2024-05-08,2024-06-07,2024-09-19,134,30,1,0,synthetic
PCL-DADA7FA9,PRJ-009,Compensation Assessment,5,2024-09-19,2024-10-29,,347,40,1,1,synthetic
PCL-97DA2606,PRJ-009,Land Identification,0,2024-02-26,2024-03-12,2024-03-11,14,15,0,0,synthetic
PCL-97DA2606,PRJ-009,Survey/Parcel Mapping,1,2024-03-11,2024-04-10,2024-04-13,33,30,1,0,synthetic
PCL-97DA2606,PRJ-009,Ownership Verification,2,2024-04-13,2024-05-28,2024-05-19,36,45,0,0,synthetic
PCL-97DA2606,PRJ-009,Notification,3,2024-05-19,2024-06-08,2024-06-13,25,20,1,0,synthetic
PCL-97DA2606,PRJ-009,Objections/Hearings,4,2024-06-13,2024-07-13,,445,30,1,1,synthetic
PCL-3A541E84,PRJ-009,Land Identification,0,2024-01-19,2024-02-03,,591,15,1,1,synthetic
PCL-F85E3FAF,PRJ-009,Land Identification,0,2024-01-04,2024-01-19,2024-01-16,12,15,0,0,synthetic
PCL-F85E3FAF,PRJ-009,Survey/Parcel Mapping,1,2024-01-16,2024-02-15,,594,30,1,1,synthetic
PCL-3E8022FE,PRJ-009,Land Identification,0,2024-02-16,2024-03-02,2024-03-03,16,15,1,0,synthetic
PCL-3E8022FE,PRJ-009,Survey/Parcel Mapping,1,2024-03-03,2024-04-02,2024-03-22,19,30,0,0,synthetic
PCL-3E8022FE,PRJ-009,Ownership Verification,2,2024-03-22,2024-05-06,2024-05-03,42,45,0,0,synthetic
PCL-3E8022FE,PRJ-009,Notification,3,2024-05-03,2024-05-23,2024-05-13,10,20,0,0,synthetic
PCL-3E8022FE,PRJ-009,Objections/Hearings,4,2024-05-13,2024-06-12,2024-09-11,121,30,1,0,synthetic
PCL-3E8022FE,PRJ-009,Compensation Assessment,5,2024-09-11,2024-10-21,2024-10-10,29,40,0,0,synthetic
PCL-3E8022FE,PRJ-009,Compensation Disbursement,6,2024-10-10,2024-11-09,,326,30,1,1,synthetic
PCL-C185C3EB,PRJ-009,Land Identification,0,2024-01-23,2024-02-07,2024-02-06,14,15,0,0,synthetic
PCL-C185C3EB,PRJ-009,Survey/Parcel Mapping,1,2024-02-06,2024-03-07,,573,30,1,1,synthetic
PCL-1FCC992A,PRJ-009,Land Identification,0,2024-02-26,2024-03-12,2024-03-16,19,15,1,0,synthetic
PCL-1FCC992A,PRJ-009,Survey/Parcel Mapping,1,2024-03-16,2024-04-15,2024-04-27,42,30,1,0,synthetic
PCL-1FCC992A,PRJ-009,Ownership Verification,2,2024-04-27,2024-06-11,2024-06-04,38,45,0,0,synthetic
PCL-1FCC992A,PRJ-009,Notification,3,2024-06-04,2024-06-24,2024-06-17,13,20,0,0,synthetic
PCL-1FCC992A,PRJ-009,Objections/Hearings,4,2024-06-17,2024-07-17,2024-10-18,123,30,1,0,synthetic
PCL-1FCC992A,PRJ-009,Compensation Assessment,5,2024-10-18,2024-11-27,,318,40,1,1,synthetic
PCL-2C44C14B,PRJ-009,Land Identification,0,2024-02-22,2024-03-08,2024-03-10,17,15,1,0,synthetic
PCL-2C44C14B,PRJ-009,Survey/Parcel Mapping,1,2024-03-10,2024-04-09,2024-04-20,41,30,1,0,synthetic
PCL-2C44C14B,PRJ-009,Ownership Verification,2,2024-04-20,2024-06-04,2024-05-22,32,45,0,0,synthetic
PCL-2C44C14B,PRJ-009,Notification,3,2024-05-22,2024-06-11,2024-06-04,13,20,0,0,synthetic
PCL-2C44C14B,PRJ-009,Objections/Hearings,4,2024-06-04,2024-07-04,2024-09-04,92,30,1,0,synthetic
PCL-2C44C14B,PRJ-009,Compensation Assessment,5,2024-09-04,2024-10-14,2024-10-12,38,40,0,0,synthetic
PCL-2C44C14B,PRJ-009,Compensation Disbursement,6,2024-10-12,2024-11-11,2024-11-11,30,30,0,0,synthetic
PCL-2C44C14B,PRJ-009,Rehabilitation & Resettlement,7,2024-11-11,2025-01-10,,294,60,1,1,synthetic
PCL-DB24250C,PRJ-009,Land Identification,0,2024-03-27,2024-04-11,2024-04-23,27,15,1,0,synthetic
PCL-DB24250C,PRJ-009,Survey/Parcel Mapping,1,2024-04-23,2024-05-23,,496,30,1,1,synthetic
PCL-003034CE,PRJ-009,Land Identification,0,2024-02-15,2024-03-01,2024-02-28,13,15,0,0,synthetic
PCL-003034CE,PRJ-009,Survey/Parcel Mapping,1,2024-02-28,2024-03-29,2024-04-04,36,30,1,0,synthetic
PCL-003034CE,PRJ-009,Ownership Verification,2,2024-04-04,2024-05-19,2024-06-01,58,45,1,0,synthetic
PCL-003034CE,PRJ-009,Notification,3,2024-06-01,2024-06-21,2024-06-22,21,20,1,0,synthetic
PCL-003034CE,PRJ-009,Objections/Hearings,4,2024-06-22,2024-07-22,2024-10-06,106,30,1,0,synthetic
PCL-003034CE,PRJ-009,Compensation Assessment,5,2024-10-06,2024-11-15,2024-11-10,35,40,0,0,synthetic
PCL-003034CE,PRJ-009,Compensation Disbursement,6,2024-11-10,2024-12-10,2024-11-27,17,30,0,0,synthetic
PCL-003034CE,PRJ-009,Rehabilitation & Resettlement,7,2024-11-27,2025-01-26,,278,60,1,1,synthetic
PCL-3FBF1F32,PRJ-009,Land Identification,0,2024-01-24,2024-02-08,2024-02-10,17,15,1,0,synthetic
PCL-3FBF1F32,PRJ-009,Survey/Parcel Mapping,1,2024-02-10,2024-03-11,2024-03-28,47,30,1,0,synthetic
PCL-3FBF1F32,PRJ-009,Ownership Verification,2,2024-03-28,2024-05-12,2024-05-29,62,45,1,0,synthetic
PCL-3FBF1F32,PRJ-009,Notification,3,2024-05-29,2024-06-18,2024-06-16,18,20,0,0,synthetic
PCL-3FBF1F32,PRJ-009,Objections/Hearings,4,2024-06-16,2024-07-16,,442,30,1,1,synthetic
PCL-36641D2A,PRJ-009,Land Identification,0,2024-03-17,2024-04-01,2024-03-26,9,15,0,0,synthetic
PCL-36641D2A,PRJ-009,Survey/Parcel Mapping,1,2024-03-26,2024-04-25,,524,30,1,1,synthetic
PCL-A027BF94,PRJ-009,Land Identification,0,2024-02-10,2024-02-25,2024-02-28,18,15,1,0,synthetic
PCL-A027BF94,PRJ-009,Survey/Parcel Mapping,1,2024-02-28,2024-03-29,,551,30,1,1,synthetic
PCL-975DF8B5,PRJ-009,Land Identification,0,2024-01-07,2024-01-22,2024-01-31,24,15,1,0,synthetic
PCL-975DF8B5,PRJ-009,Survey/Parcel Mapping,1,2024-01-31,2024-03-01,2024-03-12,41,30,1,0,synthetic
PCL-975DF8B5,PRJ-009,Ownership Verification,2,2024-03-12,2024-04-26,2024-06-03,83,45,1,0,synthetic
PCL-975DF8B5,PRJ-009,Notification,3,2024-06-03,2024-06-23,2024-06-20,17,20,0,0,synthetic
PCL-975DF8B5,PRJ-009,Objections/Hearings,4,2024-06-20,2024-07-20,2024-10-22,124,30,1,0,synthetic
PCL-975DF8B5,PRJ-009,Compensation Assessment,5,2024-10-22,2024-12-01,,314,40,1,1,synthetic
PCL-01055E65,PRJ-009,Land Identification,0,2024-01-28,2024-02-12,2024-02-15,18,15,1,0,synthetic
PCL-01055E65,PRJ-009,Survey/Parcel Mapping,1,2024-02-15,2024-03-16,2024-03-05,19,30,0,0,synthetic
PCL-01055E65,PRJ-009,Ownership Verification,2,2024-03-05,2024-04-19,2024-04-04,30,45,0,0,synthetic
PCL-01055E65,PRJ-009,Notification,3,2024-04-04,2024-04-24,,515,20,1,1,synthetic
PCL-92B49004,PRJ-009,Land Identification,0,2024-01-12,2024-01-27,2024-01-24,12,15,0,0,synthetic
PCL-92B49004,PRJ-009,Survey/Parcel Mapping,1,2024-01-24,2024-02-23,2024-02-22,29,30,0,0,synthetic
PCL-92B49004,PRJ-009,Ownership Verification,2,2024-02-22,2024-04-07,,557,45,1,1,synthetic
PCL-11CF98D3,PRJ-009,Land Identification,0,2024-01-10,2024-01-25,2024-01-26,16,15,1,0,synthetic
PCL-11CF98D3,PRJ-009,Survey/Parcel Mapping,1,2024-01-26,2024-02-25,2024-03-04,38,30,1,0,synthetic
PCL-11CF98D3,PRJ-009,Ownership Verification,2,2024-03-04,2024-04-18,2024-04-29,56,45,1,0,synthetic
PCL-11CF98D3,PRJ-009,Notification,3,2024-04-29,2024-05-19,2024-05-19,20,20,0,0,synthetic
PCL-11CF98D3,PRJ-009,Objections/Hearings,4,2024-05-19,2024-06-18,2024-09-07,111,30,1,0,synthetic
