project_id,snapshot_date,pending_parcels,completed_parcels,average_stage_days,sla_breaches,compensation_pending,rr_pending,possession_pending,processing_rate,pending_trend,rate_trend,elevated_risk_next_30d,data_source
PRJ-017,2025-07-11,21,1,26.4,11,9.0,5,3,0.023,0,-0.068,0,synthetic
PRJ-017,2025-07-26,21,1,70.4,3,5.0,4,5,0.012,0,-0.011,0,synthetic
PRJ-019,2024-06-01,22,4,82.5,4,8.0,7,5,0.024,0,0.0,1,synthetic
PRJ-019,2024-06-16,23,3,47.8,13,13.0,4,3,0.01,1,-0.014,0,synthetic
PRJ-019,2024-07-01,23,3,24.2,12,9.0,8,4,0.01,0,0.0,0,synthetic
PRJ-019,2024-07-16,24,2,39.2,4,7.0,9,4,0.021,1,0.011000000000000001,0,synthetic
PRJ-019,2024-07-31,25,1,44.1,13,12.0,4,5,0.01,1,-0.011000000000000001,0,synthetic
PRJ-019,2024-08-15,25,1,47.2,12,5.0,5,6,0.025,0,0.015000000000000001,0,synthetic
PRJ-019,2024-08-30,25,1,36.0,8,13.0,6,5,0.038,0,0.012999999999999998,0,synthetic
PRJ-019,2024-09-14,25,1,19.5,8,8.0,6,4,0.056,0,0.018000000000000002,0,synthetic
PRJ-019,2024-09-29,25,1,46.4,12,10.0,6,2,0.01,0,-0.046,0,synthetic
PRJ-019,2024-10-14,25,1,35.5,10,7.0,4,5,0.01,0,0.0,0,synthetic
PRJ-019,2024-10-29,25,1,89.1,6,5.0,6,2,0.01,0,0.0,0,synthetic
PRJ-019,2024-11-13,25,1,76.1,14,16.0,4,6,0.034,0,0.024,0,synthetic
PRJ-019,2024-11-28,25,1,60.6,2,6.0,9,4,0.063,0,0.028999999999999998,0,synthetic
PRJ-019,2024-12-13,25,1,53.7,7,8.0,3,3,0.036,0,-0.027000000000000003,0,synthetic
PRJ-019,2024-12-28,25,1,88.7,13,11.0,9,3,0.089,0,0.053,0,synthetic
PRJ-019,2025-01-12,25,1,81.7,10,9.0,6,4,0.139,0,0.05000000000000002,0,synthetic
PRJ-019,2025-01-27,25,1,22.6,12,11.0,8,4,0.169,0,0.03,0,synthetic
PRJ-019,2025-02-11,25,1,72.3,9,11.0,6,5,0.169,0,0.0,0,synthetic
PRJ-019,2025-02-26,25,1,46.1,2,8.0,5,4,0.149,0,-0.020000000000000018,0,synthetic
PRJ-019,2025-03-13,25,1,63.0,14,7.0,9,2,0.162,0,0.013000000000000012,0,synthetic
PRJ-019,2025-03-28,25,1,62.8,11,12.0,3,5,0.225,0,0.063,0,synthetic
PRJ-019,2025-04-12,25,1,24.3,8,15.0,9,4,0.229,0,0.0040000000000000036,0,synthetic
PRJ-019,2025-04-27,25,1,44.3,5,12.0,8,4,0.22,0,-0.009000000000000008,0,synthetic
PRJ-019,2025-05-12,25,1,73.3,3,7.0,4,4,0.175,0,-0.04500000000000001,0,synthetic
PRJ-019,2025-05-27,25,1,69.1,4,15.0,4,4,0.214,0,0.03900000000000001,0,synthetic
PRJ-019,2025-06-11,25,1,74.7,7,13.0,9,5,0.193,0,-0.02099999999999999,0,synthetic
PRJ-019,2025-06-26,25,1,36.1,7,14.0,2,7,0.151,0,-0.04200000000000001,0,synthetic
PRJ-019,2025-07-11,25,1,56.9,13,5.0,3,6,0.117,0,-0.03399999999999999,0,synthetic
PRJ-019,2025-07-26,25,1,50.5,14,10.0,7,4,0.14,0,0.023000000000000007,0,synthetic
PRJ-021,2024-06-01,44,14,26.2,5,21.0,12,10,0.06,0,0.0,1,synthetic
PRJ-021,2024-06-16,44,14,16.3,23,18.0,12,8,0.06,0,0.0,1,synthetic
PRJ-021,2024-07-01,45,13,67.8,24,29.0,13,5,0.056,1,-0.003999999999999997,1,synthetic
PRJ-021,2024-07-16,45,13,44.9,9,12.0,7,6,0.023,0,-0.033,0,synthetic
PRJ-021,2024-07-31,47,11,82.6,14,31.0,16,10,0.032,2,0.009000000000000001,1,synthetic
PRJ-021,2024-08-15,50,8,33.2,13,19.0,8,14,0.032,3,0.0,1,synthetic
PRJ-021,2024-08-30,51,7,30.3,15,22.0,5,10,0.03,1,-0.0020000000000000018,1,synthetic
PRJ-021,2024-09-14,52,6,36.9,28,12.0,13,12,0.028,1,-0.0019999999999999983,0,synthetic
PRJ-021,2024-09-29,53,5,16.4,16,22.0,13,6,0.01,1,-0.018000000000000002,0,synthetic
PRJ-021,2024-10-14,55,3,32.5,8,29.0,9,8,0.036,2,0.025999999999999995,0,synthetic
PRJ-021,2024-10-29,55,3,51.4,10,34.0,20,9,0.048,0,0.012000000000000004,0,synthetic
PRJ-021,2024-11-13,56,2,43.2,29,12.0,15,13,0.07,1,0.022000000000000006,0,synthetic
PRJ-021,2024-11-28,56,2,83.2,22,21.0,11,11,0.067,0,-0.0030000000000000027,0,synthetic
PRJ-021,2024-12-13,56,2,70.6,25,33.0,17,10,0.062,0,-0.0050000000000000044,0,synthetic
PRJ-021,2024-12-28,56,2,56.2,20,21.0,7,10,0.051,0,-0.011000000000000003,0,synthetic
PRJ-021,2025-01-12,56,2,19.9,23,33.0,16,6,0.038,0,-0.012999999999999998,0,synthetic
PRJ-021,2025-01-27,56,2,55.1,27,30.0,10,6,0.04,0,0.0020000000000000018,0,synthetic
PRJ-021,2025-02-11,56,2,84.9,15,15.0,6,13,0.017,0,-0.023,0,synthetic
PRJ-021,2025-02-26,56,2,36.9,18,15.0,9,6,0.035,0,0.018000000000000002,0,synthetic
PRJ-021,2025-03-13,56,2,73.2,29,12.0,12,15,0.039,0,0.003999999999999997,0,synthetic
PRJ-021,2025-03-28,56,2,84.4,15,32.0,11,12,0.059,0,0.019999999999999997,0,synthetic
PRJ-021,2025-04-12,56,2,32.1,7,16.0,7,9,0.056,0,-0.0029999999999999957,0,synthetic
PRJ-021,2025-04-27,56,2,,23,11.0,18,6,0.107,0,0.051,0,synthetic
PRJ-021,2025-05-12,56,2,70.5,28,30.0,15,7,0.138,0,0.031000000000000014,0,synthetic
PRJ-021,2025-05-27,56,2,83.0,30,26.0,14,14,0.144,0,0.005999999999999978,0,synthetic
PRJ-021,2025-06-11,56,2,79.3,24,18.0,15,15,0.158,0,0.014000000000000012,0,synthetic
PRJ-021,2025-06-26,56,2,15.6,16,16.0,15,14,0.174,0,0.015999999999999986,0,synthetic
PRJ-021,2025-07-11,56,2,65.6,22,30.0,9,7,0.162,0,-0.011999999999999983,0,synthetic
PRJ-021,2025-07-26,56,2,15.4,15,37.0,19,14,0.171,0,0.009000000000000008,0,synthetic
PRJ-023,2024-06-01,54,25,71.3,20,22.0,11,10,0.087,0,0.0,0,synthetic
PRJ-023,2024-06-16,52,27,88.9,23,28.0,7,13,0.091,-2,0.0040000000000000036,1,synthetic
PRJ-023,2024-07-01,54,25,79.5,24,24.0,8,11,0.083,2,-0.007999999999999993,0,synthetic
PRJ-023,2024-07-16,56,23,35.7,11,28.0,17,15,0.082,2,-0.0010000000000000009,0,synthetic
PRJ-023,2024-07-31,55,24,42.6,26,33.0,11,9,0.066,-1,-0.016,0,synthetic
PRJ-023,2024-08-15,56,23,51.3,7,29.0,11,14,0.096,1,0.03,0,synthetic
PRJ-023,2024-08-30,58,21,22.8,13,30.0,16,9,0.098,2,0.0020000000000000018,0,synthetic
PRJ-023,2024-09-14,57,22,41.2,22,26.0,15,14,0.121,-1,0.022999999999999993,0,synthetic
PRJ-023,2024-09-29,57,22,66.9,26,32.0,6,11,0.104,0,-0.017,0,synthetic
PRJ-023,2024-10-14,57,22,58.7,28,39.0,19,7,0.098,0,-0.0059999999999999915,0,synthetic
PRJ-023,2024-10-29,60,19,22.4,19,20.0,13,16,0.108,3,0.009999999999999995,0,synthetic
PRJ-023,2024-11-13,59,20,38.9,23,22.0,7,12,0.123,-1,0.015,0,synthetic
PRJ-023,2024-11-28,60,19,38.0,23,25.0,23,6,0.121,1,-0.0020000000000000018,0,synthetic
PRJ-023,2024-12-13,60,19,,7,31.0,18,17,0.118,0,-0.0030000000000000027,0,synthetic
PRJ-023,2024-12-28,63,16,42.3,37,43.0,6,12,0.127,3,0.009000000000000008,0,synthetic
PRJ-023,2025-01-12,65,14,32.0,25,33.0,20,10,0.128,2,0.0010000000000000009,0,synthetic
PRJ-023,2025-01-27,64,15,15.4,32,27.0,19,17,0.124,-1,-0.0040000000000000036,0,synthetic
PRJ-023,2025-02-11,68,11,61.6,33,23.0,7,8,0.134,4,0.010000000000000009,0,synthetic
PRJ-023,2025-02-26,69,10,85.5,10,22.0,21,17,0.138,1,0.0040000000000000036,0,synthetic
PRJ-023,2025-03-13,70,9,49.5,20,30.0,7,18,0.153,1,0.014999999999999986,0,synthetic
PRJ-023,2025-03-28,69,10,43.7,21,42.0,17,10,0.151,-1,-0.0020000000000000018,0,synthetic
PRJ-023,2025-04-12,72,7,89.5,7,34.0,23,8,0.158,3,0.007000000000000006,0,synthetic
PRJ-023,2025-04-27,74,5,68.4,41,27.0,19,17,0.191,2,0.033,0,synthetic
PRJ-023,2025-05-12,75,4,31.4,16,32.0,16,10,0.181,1,-0.010000000000000009,0,synthetic
PRJ-023,2025-05-27,77,2,37.5,14,34.0,19,17,0.184,2,0.0030000000000000027,0,synthetic
PRJ-023,2025-06-11,77,2,85.8,32,33.0,30,21,0.175,0,-0.009000000000000008,0,synthetic
PRJ-023,2025-06-26,77,2,44.8,8,42.0,22,9,0.185,0,0.010000000000000009,0,synthetic
PRJ-023,2025-07-11,75,4,29.9,33,18.0,23,10,0.164,-2,-0.02099999999999999,1,synthetic
PRJ-023,2025-07-26,75,4,50.5,42,38.0,18,15,0.153,0,-0.01100000000000001,1,synthetic
PRJ-025,2024-06-01,24,4,80.5,11,13.0,4,2,0.049,0,0.0,0,synthetic
PRJ-025,2024-06-16,25,3,23.0,8,5.0,9,6,0.057,1,0.008,0,synthetic
PRJ-025,2024-07-01,26,2,23.8,4,6.0,7,7,0.073,1,0.015999999999999993,1,synthetic
PRJ-025,2024-07-16,27,1,65.5,7,18.0,3,5,0.071,1,-0.0020000000000000018,0,synthetic
PRJ-025,2024-07-31,27,1,30.9,8,6.0,3,6,0.055,0,-0.015999999999999993,0,synthetic
PRJ-025,2024-08-15,27,1,82.7,11,13.0,6,6,0.072,0,0.016999999999999994,0,synthetic
PRJ-025,2024-08-30,26,2,66.3,11,12.0,8,2,0.101,-1,0.029000000000000012,0,synthetic
PRJ-025,2024-09-14,27,1,36.2,3,9.0,4,5,0.088,1,-0.013000000000000012,0,synthetic
PRJ-025,2024-09-29,27,1,,13,12.0,3,6,0.107,0,0.019000000000000003,0,synthetic
PRJ-025,2024-10-14,27,1,46.4,10,7.0,7,7,0.103,0,-0.0040000000000000036,0,synthetic
PRJ-025,2024-10-29,27,1,36.7,14,12.0,9,4,0.167,0,0.06400000000000002,0,synthetic
PRJ-025,2024-11-13,27,1,21.7,5,,7,6,0.192,0,0.024999999999999994,0,synthetic
PRJ-025,2024-11-28,27,1,30.0,14,16.0,8,3,0.163,0,-0.028999999999999998,0,synthetic
PRJ-025,2024-12-13,27,1,15.1,8,11.0,8,7,0.173,0,0.009999999999999981,0,synthetic
PRJ-025,2024-12-28,27,1,78.2,4,9.0,6,5,0.155,0,-0.017999999999999988,0,synthetic
PRJ-025,2025-01-12,27,1,68.6,10,5.0,5,6,0.145,0,-0.010000000000000009,0,synthetic
PRJ-025,2025-01-27,27,1,62.2,10,10.0,4,5,0.156,0,0.01100000000000001,0,synthetic
PRJ-025,2025-02-11,27,1,56.2,9,5.0,6,7,0.112,0,-0.044,0,synthetic
PRJ-025,2025-02-26,27,1,79.2,13,11.0,4,4,0.069,0,-0.043,0,synthetic
PRJ-025,2025-03-13,27,1,85.7,13,8.0,7,7,0.01,0,-0.059000000000000004,0,synthetic
PRJ-025,2025-03-28,27,1,82.4,10,11.0,5,4,0.013,0,0.002999999999999999,0,synthetic
PRJ-025,2025-04-12,27,1,40.7,12,5.0,9,4,0.01,0,-0.002999999999999999,0,synthetic
PRJ-025,2025-04-27,27,1,31.4,6,13.0,10,7,0.01,0,0.0,0,synthetic
PRJ-025,2025-05-12,27,1,,5,10.0,3,5,0.037,0,0.026999999999999996,0,synthetic
PRJ-025,2025-05-27,27,1,61.0,12,15.0,9,7,0.036,0,-0.0010000000000000009,0,synthetic
PRJ-025,2025-06-11,27,1,66.4,8,15.0,6,5,0.071,0,0.034999999999999996,0,synthetic
PRJ-025,2025-06-26,27,1,88.8,15,16.0,4,7,0.041,0,-0.029999999999999992,0,synthetic
PRJ-025,2025-07-11,27,1,89.3,15,8.0,8,3,0.045,0,0.003999999999999997,0,synthetic
PRJ-025,2025-07-26,27,1,52.2,15,10.0,4,4,0.036,0,-0.009000000000000001,0,synthetic
PRJ-027,2024-06-01,11,10,,1,4.0,1,2,0.137,0,0.0,0,synthetic
PRJ-027,2024-06-16,10,11,59.2,4,6.0,1,1,0.116,-1,-0.021000000000000005,0,synthetic
PRJ-027,2024-07-01,9,12,71.6,1,3.0,1,2,0.124,-1,0.007999999999999993,0,synthetic
PRJ-027,2024-07-16,8,13,26.7,4,3.0,1,2,0.089,-1,-0.035,0,synthetic
PRJ-027,2024-07-31,7,14,44.4,2,2.0,1,0,0.136,-1,0.047000000000000014,0,synthetic
PRJ-027,2024-08-15,6,15,64.4,2,3.0,1,1,0.117,-1,-0.019000000000000003,0,synthetic
PRJ-027,2024-08-30,4,17,74.6,1,2.0,1,0,0.11,-2,-0.007000000000000006,0,synthetic
PRJ-027,2024-09-14,3,18,76.6,1,1.0,0,0,0.097,-1,-0.012999999999999998,0,synthetic
PRJ-027,2024-09-29,2,19,23.5,0,0.0,0,0,0.105,-1,0.007999999999999993,0,synthetic
PRJ-027,2024-10-14,1,20,52.0,0,,0,0,0.143,-1,0.03799999999999999,0,synthetic
PRJ-027,2024-10-29,1,20,55.6,0,0.0,0,0,0.155,0,0.01200000000000001,0,synthetic
PRJ-027,2024-11-13,1,20,38.6,0,0.0,0,0,0.164,0,0.009000000000000008,0,synthetic
PRJ-027,2024-11-28,1,20,58.0,0,0.0,0,0,0.17,0,0.006000000000000005,0,synthetic
PRJ-027,2024-12-13,1,20,79.0,0,0.0,0,0,0.172,0,0.001999999999999974,0,synthetic
PRJ-027,2024-12-28,1,20,60.7,0,0.0,0,0,0.161,0,-0.010999999999999982,0,synthetic
PRJ-027,2025-01-12,1,20,17.9,0,0.0,0,0,0.17,0,0.009000000000000008,0,synthetic
PRJ-027,2025-01-27,1,20,48.6,0,0.0,0,0,0.169,0,-0.0010000000000000009,0,synthetic
PRJ-027,2025-02-11,1,20,43.5,0,0.0,0,0,0.162,0,-0.007000000000000006,0,synthetic
PRJ-027,2025-02-26,1,20,47.1,0,0.0,0,0,0.181,0,0.01899999999999999,0,synthetic
PRJ-027,2025-03-13,1,20,44.0,0,0.0,0,0,0.178,0,-0.0030000000000000027,0,synthetic
PRJ-027,2025-03-28,1,20,73.0,0,0.0,0,0,0.184,0,0.006000000000000005,0,synthetic
PRJ-027,2025-04-12,1,20,61.4,0,0.0,0,0,0.181,0,-0.0030000000000000027,0,synthetic
PRJ-027,2025-04-27,1,20,65.1,0,0.0,0,0,0.195,0,0.014000000000000012,0,synthetic
PRJ-027,2025-05-12,1,20,63.6,0,0.0,0,0,0.213,0,0.017999999999999988,0,synthetic
PRJ-027,2025-05-27,1,20,56.3,0,0.0,0,0,0.216,0,0.0030000000000000027,0,synthetic
PRJ-027,2025-06-11,1,20,69.9,0,0.0,0,0,0.236,0,0.01999999999999999,0,synthetic
PRJ-027,2025-06-26,1,20,61.5,0,0.0,0,0,0.203,0,-0.032999999999999974,0,synthetic
PRJ-027,2025-07-11,1,20,77.9,0,0.0,0,0,0.211,0,0.00799999999999998,0,synthetic
PRJ-027,2025-07-26,1,20,23.1,0,,0,0,0.221,0,0.010000000000000009,0,synthetic
PRJ-029,2024-06-01,68,11,61.7,28,15.0,23,13,0.085,0,0.0,0,synthetic
PRJ-029,2024-06-16,70,9,,14,34.0,22,13,0.098,2,0.012999999999999998,1,synthetic
PRJ-029,2024-07-01,72,7,51.5,42,31.0,13,15,0.103,2,0.0049999999999999906,1,synthetic
PRJ-029,2024-07-16,73,6,45.7,20,31.0,8,11,0.082,1,-0.02099999999999999,0,synthetic
PRJ-029,2024-07-31,74,5,66.1,26,19.0,12,21,0.092,1,0.009999999999999995,0,synthetic
PRJ-029,2024-08-15,75,4,52.0,21,48.0,24,19,0.14,1,0.048000000000000015,1,synthetic
PRJ-029,2024-08-30,77,2,75.9,18,19.0,8,15,0.134,2,-0.006000000000000005,0,synthetic
PRJ-029,2024-09-14,77,2,56.2,20,27.0,22,18,0.104,0,-0.030000000000000013,0,synthetic
PRJ-029,2024-09-29,77,2,18.8,34,29.0,10,8,0.081,0,-0.022999999999999993,0,synthetic
PRJ-029,2024-10-14,77,2,69.1,34,31.0,14,11,0.15,0,0.06899999999999999,0,synthetic
PRJ-029,2024-10-29,77,2,38.8,34,53.0,29,22,0.092,0,-0.057999999999999996,0,synthetic
PRJ-029,2024-11-13,77,2,20.9,11,27.0,10,8,0.074,0,-0.018000000000000002,0,synthetic
PRJ-029,2024-11-28,77,2,39.5,16,43.0,14,10,0.074,0,0.0,0,synthetic
PRJ-029,2024-12-13,77,2,19.7,10,47.0,29,22,0.1,0,0.02600000000000001,0,synthetic
PRJ-029,2024-12-28,77,2,24.2,44,20.0,29,10,0.123,0,0.022999999999999993,0,synthetic
PRJ-029,2025-01-12,77,2,21.1,39,48.0,19,8,0.106,0,-0.017,0,synthetic
PRJ-029,2025-01-27,77,2,57.7,12,37.0,20,21,0.108,0,0.0020000000000000018,0,synthetic
PRJ-029,2025-02-11,77,2,38.2,17,38.0,15,10,0.104,0,-0.0040000000000000036,0,synthetic
PRJ-029,2025-02-26,77,2,17.0,30,51.0,30,15,0.123,0,0.019000000000000003,0,synthetic
PRJ-029,2025-03-13,77,2,21.6,36,30.0,15,10,0.118,0,-0.0050000000000000044,0,synthetic
PRJ-029,2025-03-28,77,2,30.7,35,50.0,29,8,0.153,0,0.035,0,synthetic
PRJ-029,2025-04-12,77,2,35.6,13,16.0,27,12,0.181,0,0.027999999999999997,0,synthetic
PRJ-029,2025-04-27,76,3,21.2,17,29.0,25,16,0.172,-1,-0.009000000000000008,0,synthetic
PRJ-029,2025-05-12,77,2,18.8,22,29.0,14,11,0.208,1,0.036000000000000004,0,synthetic
PRJ-029,2025-05-27,77,2,60.8,24,36.0,22,8,0.156,0,-0.05199999999999999,0,synthetic
PRJ-029,2025-06-11,77,2,62.2,30,38.0,26,18,0.197,0,0.04100000000000001,0,synthetic
PRJ-029,2025-06-26,77,2,85.3,16,36.0,13,15,0.177,0,-0.020000000000000018,0,synthetic
PRJ-029,2025-07-11,77,2,87.6,13,43.0,24,8,0.216,0,0.03900000000000001,0,synthetic
PRJ-029,2025-07-26,76,3,88.5,10,31.0,12,20,0.189,-1,-0.026999999999999996,0,synthetic
